year (AD) [1-1],age (yr BP) [1-1],d18O (permil) [1-1],depth (unitless) [1-2],age (yr BP) [1-2],d13C (permil) [1-2],d18O (permil) [1-2]
-150900,152850,-12.69,NA,NA,NA,NA
-150950,152900,-12.69,NA,NA,NA,NA
-151000,152950,-12.68,NA,NA,NA,NA
-151050,153000,-12.67,NA,NA,NA,NA
-151100,153050,-12.66,NA,NA,NA,NA
-151150,153100,-12.65,NA,NA,NA,NA
-151200,153150,-12.64,NA,NA,NA,NA
-151250,153200,-12.64,NA,NA,NA,NA
-151300,153250,-12.63,NA,NA,NA,NA
-151350,153300,-12.62,NA,NA,NA,NA
-151400,153350,-12.61,NA,NA,NA,NA
-151450,153400,-12.6,NA,NA,NA,NA
-151500,153450,-12.59,NA,NA,NA,NA
-151550,153500,-12.59,NA,NA,NA,NA
-151600,153550,-12.58,NA,NA,NA,NA
-151650,153600,-12.57,NA,NA,NA,NA
-151700,153650,-12.56,NA,NA,NA,NA
-151750,153700,-12.55,NA,NA,NA,NA
-151800,153750,-12.54,NA,NA,NA,NA
-151850,153800,-12.53,NA,NA,NA,NA
-151900,153850,-12.53,NA,NA,NA,NA
-151950,153900,-12.52,NA,NA,NA,NA
-152000,153950,-12.51,NA,NA,NA,NA
-152050,154000,-12.5,NA,NA,NA,NA
-152100,154050,-12.49,NA,NA,NA,NA
-152150,154100,-12.48,NA,NA,NA,NA
-152200,154150,-12.48,NA,NA,NA,NA
-152250,154200,-12.47,NA,NA,NA,NA
-152300,154250,-12.47,NA,NA,NA,NA
-152350,154300,-12.47,NA,NA,NA,NA
-152400,154350,-12.47,NA,NA,NA,NA
-152450,154400,-12.47,NA,NA,NA,NA
-152500,154450,-12.47,NA,NA,NA,NA
-152550,154500,-12.47,NA,NA,NA,NA
-152600,154550,-12.47,NA,NA,NA,NA
-152650,154600,-12.47,NA,NA,NA,NA
-152700,154650,-12.47,NA,NA,NA,NA
-152750,154700,-12.47,NA,NA,NA,NA
-152800,154750,-12.48,NA,NA,NA,NA
-152850,154800,-12.48,NA,NA,NA,NA
-152900,154850,-12.48,NA,NA,NA,NA
-152950,154900,-12.48,NA,NA,NA,NA
-153000,154950,-12.48,NA,NA,NA,NA
-153050,155000,-12.48,NA,NA,NA,NA
-153100,155050,-12.48,NA,NA,NA,NA
-153150,155100,-12.48,NA,NA,NA,NA
-153200,155150,-12.48,NA,NA,NA,NA
-153250,155200,-12.48,NA,NA,NA,NA
-153300,155250,-12.48,NA,NA,NA,NA
-153350,155300,-12.49,NA,NA,NA,NA
-153400,155350,-12.49,NA,NA,NA,NA
-153450,155400,-12.49,NA,NA,NA,NA
-153500,155450,-12.49,NA,NA,NA,NA
-153550,155500,-12.49,NA,NA,NA,NA
-153600,155550,-12.49,NA,NA,NA,NA
-153650,155600,-12.49,NA,NA,NA,NA
-153700,155650,-12.47,NA,NA,NA,NA
-153750,155700,-12.45,NA,NA,NA,NA
-153800,155750,-12.44,NA,NA,NA,NA
-153850,155800,-12.42,NA,NA,NA,NA
-153900,155850,-12.4,NA,NA,NA,NA
-153950,155900,-12.38,NA,NA,NA,NA
-154000,155950,-12.37,NA,NA,NA,NA
-154050,156000,-12.37,NA,NA,NA,NA
-154100,156050,-12.36,NA,NA,NA,NA
-154150,156100,-12.35,NA,NA,NA,NA
-154200,156150,-12.34,NA,NA,NA,NA
-154250,156200,-12.33,NA,NA,NA,NA
-154300,156250,-12.32,NA,NA,NA,NA
-154350,156300,-12.31,NA,NA,NA,NA
-154400,156350,-12.3,NA,NA,NA,NA
-154450,156400,-12.29,NA,NA,NA,NA
-154500,156450,-12.28,NA,NA,NA,NA
-154550,156500,-12.27,NA,NA,NA,NA
-154600,156550,-12.26,NA,NA,NA,NA
-154650,156600,-12.25,NA,NA,NA,NA
-154700,156650,-12.24,NA,NA,NA,NA
-154750,156700,-12.23,NA,NA,NA,NA
-154800,156750,-12.22,NA,NA,NA,NA
-154850,156800,-12.21,NA,NA,NA,NA
-154900,156850,-12.2,NA,NA,NA,NA
-154950,156900,-12.19,NA,NA,NA,NA
-155000,156950,-12.18,NA,NA,NA,NA
-155050,157000,-12.17,NA,NA,NA,NA
-155100,157050,-12.17,NA,NA,NA,NA
-155150,157100,-12.17,NA,NA,NA,NA
-155200,157150,-12.17,NA,NA,NA,NA
-155250,157200,-12.17,NA,NA,NA,NA
-155300,157250,-12.17,NA,NA,NA,NA
-155350,157300,-12.17,NA,NA,NA,NA
-155400,157350,-12.16,NA,NA,NA,NA
-155450,157400,-12.16,NA,NA,NA,NA
-155500,157450,-12.16,NA,NA,NA,NA
-155550,157500,-12.16,NA,NA,NA,NA
-155600,157550,-12.15,NA,NA,NA,NA
-155650,157600,-12.15,NA,NA,NA,NA
-155700,157650,-12.15,NA,NA,NA,NA
-155750,157700,-12.15,NA,NA,NA,NA
-155800,157750,-12.14,NA,NA,NA,NA
-155850,157800,-12.14,NA,NA,NA,NA
-155900,157850,-12.14,NA,NA,NA,NA
-155950,157900,-12.14,NA,NA,NA,NA
-156000,157950,-12.13,NA,NA,NA,NA
-156050,158000,-12.13,NA,NA,NA,NA
-156100,158050,-12.13,NA,NA,NA,NA
-156150,158100,-12.12,NA,NA,NA,NA
-156200,158150,-12.12,NA,NA,NA,NA
-156250,158200,-12.12,NA,NA,NA,NA
-156300,158250,-12.12,NA,NA,NA,NA
-156350,158300,-12.11,NA,NA,NA,NA
-156400,158350,-12.11,NA,NA,NA,NA
-156450,158400,-12.1,NA,NA,NA,NA
-156500,158450,-12.09,NA,NA,NA,NA
-156550,158500,-12.08,NA,NA,NA,NA
-156600,158550,-12.07,NA,NA,NA,NA
-156650,158600,-12.06,NA,NA,NA,NA
-156700,158650,-12.05,NA,NA,NA,NA
-156750,158700,-12.11,NA,NA,NA,NA
-156800,158750,-12.18,NA,NA,NA,NA
-156850,158800,-12.26,NA,NA,NA,NA
-156900,158850,-12.33,NA,NA,NA,NA
-156950,158900,-12.4,NA,NA,NA,NA
-157000,158950,-12.46,NA,NA,NA,NA
-157050,159000,-12.08,NA,NA,NA,NA
-157100,159050,-11.65,NA,NA,NA,NA
-157150,159100,-11.22,NA,NA,NA,NA
-157200,159150,-10.79,NA,NA,NA,NA
-157250,159200,-10.36,NA,NA,NA,NA
-157300,159250,-9.93,NA,NA,NA,NA
-157350,159300,-10.3,NA,NA,NA,NA
-157400,159350,-10.74,NA,NA,NA,NA
-157450,159400,-11.18,NA,NA,NA,NA
-157500,159450,-11.62,NA,NA,NA,NA
-157550,159500,-12.06,NA,NA,NA,NA
-157600,159550,-12.49,NA,NA,NA,NA
-157650,159600,-12.42,NA,NA,NA,NA
-157700,159650,-12.31,NA,NA,NA,NA
-157750,159700,-12.21,NA,NA,NA,NA
-157800,159750,-12.1,NA,NA,NA,NA
-157850,159800,-12,NA,NA,NA,NA
-157900,159850,-11.89,NA,NA,NA,NA
-157950,159900,-11.93,NA,NA,NA,NA
-158000,159950,-11.98,NA,NA,NA,NA
-158050,160000,-12.03,NA,NA,NA,NA
-158100,160050,-12.08,NA,NA,NA,NA
-158150,160100,-12.13,NA,NA,NA,NA
-158200,160150,-12.18,NA,NA,NA,NA
-158250,160200,-12.11,NA,NA,NA,NA
-158300,160250,-12.02,NA,NA,NA,NA
-158350,160300,-11.94,NA,NA,NA,NA
-158400,160350,-11.19,NA,NA,NA,NA
-158450,160400,-11.11,NA,NA,NA,NA
-158500,160450,-11.03,NA,NA,NA,NA
-158550,160500,-11.18,NA,NA,NA,NA
-158600,160550,-11.34,NA,NA,NA,NA
-158650,160600,-11.49,NA,NA,NA,NA
-158700,160650,-11.65,NA,NA,NA,NA
-158750,160700,-11.8,NA,NA,NA,NA
-158800,160750,-11.96,NA,NA,NA,NA
-158850,160800,-11.96,NA,NA,NA,NA
-158900,160850,-11.96,NA,NA,NA,NA
-158950,160900,-11.96,NA,NA,NA,NA
-159000,160950,-11.96,NA,NA,NA,NA
-159050,161000,-11.96,NA,NA,NA,NA
-159100,161050,-11.96,NA,NA,NA,NA
-159150,161100,-11.96,NA,NA,NA,NA
-159200,161150,-11.96,NA,NA,NA,NA
-159250,161200,-11.96,NA,NA,NA,NA
-159300,161250,-11.96,NA,NA,NA,NA
-159350,161300,-11.96,NA,NA,NA,NA
-159400,161350,-11.96,NA,NA,NA,NA
-159450,161400,-11.94,NA,NA,NA,NA
-159500,161450,-11.91,NA,NA,NA,NA
-159550,161500,-11.88,NA,NA,NA,NA
-159600,161550,-11.85,NA,NA,NA,NA
-159650,161600,-11.82,NA,NA,NA,NA
-159700,161650,-11.8,NA,NA,NA,NA
-159750,161700,-11.77,NA,NA,NA,NA
-159800,161750,-11.74,NA,NA,NA,NA
-159850,161800,-11.71,NA,NA,NA,NA
-159900,161850,-11.68,NA,NA,NA,NA
-159950,161900,-11.65,NA,NA,NA,NA
-160000,161950,-11.62,NA,NA,NA,NA
-160050,162000,-11.59,NA,NA,NA,NA
-160100,162050,-11.59,NA,NA,NA,NA
-160150,162100,-11.58,NA,NA,NA,NA
-160200,162150,-11.57,NA,NA,NA,NA
-160250,162200,-11.56,NA,NA,NA,NA
-160300,162250,-11.55,NA,NA,NA,NA
-160350,162300,-11.54,NA,NA,NA,NA
-160400,162350,-11.53,NA,NA,NA,NA
-160450,162400,-11.53,NA,NA,NA,NA
-160500,162450,-11.52,NA,NA,NA,NA
-160550,162500,-11.51,NA,NA,NA,NA
-160600,162550,-11.5,NA,NA,NA,NA
-160650,162600,-11.49,NA,NA,NA,NA
-160700,162650,-11.45,NA,NA,NA,NA
-160750,162700,-11.41,NA,NA,NA,NA
-160800,162750,-11.36,NA,NA,NA,NA
-160850,162800,-11.32,NA,NA,NA,NA
-160900,162850,-11.28,NA,NA,NA,NA
-160950,162900,-11.24,NA,NA,NA,NA
-161000,162950,-11.2,NA,NA,NA,NA
-161050,163000,-11.15,NA,NA,NA,NA
-161100,163050,-11.11,NA,NA,NA,NA
-161150,163100,-11.07,NA,NA,NA,NA
-161200,163150,-11.03,NA,NA,NA,NA
-161250,163200,-10.99,NA,NA,NA,NA
-161300,163250,-10.97,NA,NA,NA,NA
-161350,163300,-10.96,NA,NA,NA,NA
-161400,163350,-10.96,NA,NA,NA,NA
-161450,163400,-10.95,NA,NA,NA,NA
-161500,163450,-10.94,NA,NA,NA,NA
-161550,163500,-10.94,NA,NA,NA,NA
-161600,163550,-10.93,NA,NA,NA,NA
-161650,163600,-10.92,NA,NA,NA,NA
-161700,163650,-10.92,NA,NA,NA,NA
-161750,163700,-10.91,NA,NA,NA,NA
-161800,163750,-10.9,NA,NA,NA,NA
-161850,163800,-10.9,NA,NA,NA,NA
-161900,163850,-10.91,NA,NA,NA,NA
-161950,163900,-10.95,NA,NA,NA,NA
-162000,163950,-10.99,NA,NA,NA,NA
-162050,164000,-11.03,NA,NA,NA,NA
-162100,164050,-11.08,NA,NA,NA,NA
-162150,164100,-11.12,NA,NA,NA,NA
-162200,164150,-11.16,NA,NA,NA,NA
-162250,164200,-11.2,NA,NA,NA,NA
-162300,164250,-11.24,NA,NA,NA,NA
-162350,164300,-11.29,NA,NA,NA,NA
-162400,164350,-11.33,NA,NA,NA,NA
-162450,164400,-11.37,NA,NA,NA,NA
-162500,164450,-11.41,NA,NA,NA,NA
-162550,164500,-11.43,NA,NA,NA,NA
-162600,164550,-11.45,NA,NA,NA,NA
-162650,164600,-11.46,NA,NA,NA,NA
-162700,164650,-11.48,NA,NA,NA,NA
-162750,164700,-11.5,NA,NA,NA,NA
-162800,164750,-11.52,NA,NA,NA,NA
-162850,164800,-11.53,NA,NA,NA,NA
-162900,164850,-11.55,NA,NA,NA,NA
-162950,164900,-11.57,NA,NA,NA,NA
-163000,164950,-11.59,NA,NA,NA,NA
-163050,165000,-11.6,NA,NA,NA,NA
-163100,165050,-11.62,NA,NA,NA,NA
-163150,165100,-11.63,NA,NA,NA,NA
-163200,165150,-11.65,NA,NA,NA,NA
-163250,165200,-11.66,NA,NA,NA,NA
-163300,165250,-11.67,NA,NA,NA,NA
-163350,165300,-11.69,NA,NA,NA,NA
-163400,165350,-11.7,NA,NA,NA,NA
-163450,165400,-11.71,NA,NA,NA,NA
-163500,165450,-11.73,NA,NA,NA,NA
-163550,165500,-11.74,NA,NA,NA,NA
-163600,165550,-11.75,NA,NA,NA,NA
-163650,165600,-11.77,NA,NA,NA,NA
-163700,165650,-11.78,NA,NA,NA,NA
-163750,165700,-11.77,NA,NA,NA,NA
-163800,165750,-11.74,NA,NA,NA,NA
-163850,165800,-11.71,NA,NA,NA,NA
-163900,165850,-11.68,NA,NA,NA,NA
-163950,165900,-11.65,NA,NA,NA,NA
-164000,165950,-11.62,NA,NA,NA,NA
-164050,166000,-11.59,NA,NA,NA,NA
-164100,166050,-11.56,NA,NA,NA,NA
-164150,166100,-11.53,NA,NA,NA,NA
-164200,166150,-11.5,NA,NA,NA,NA
-164250,166200,-11.47,NA,NA,NA,NA
-164300,166250,-11.44,NA,NA,NA,NA
-164350,166300,-11.41,NA,NA,NA,NA
-164400,166350,-11.39,NA,NA,NA,NA
-164450,166400,-11.36,NA,NA,NA,NA
-164500,166450,-11.33,NA,NA,NA,NA
-164550,166500,-11.31,NA,NA,NA,NA
-164600,166550,-11.28,NA,NA,NA,NA
-164650,166600,-11.26,NA,NA,NA,NA
-164700,166650,-11.23,NA,NA,NA,NA
-164750,166700,-11.21,NA,NA,NA,NA
-164800,166750,-11.18,NA,NA,NA,NA
-164850,166800,-11.16,NA,NA,NA,NA
-164900,166850,-11.13,NA,NA,NA,NA
-164950,166900,-11.11,NA,NA,NA,NA
-165000,166950,-11.11,NA,NA,NA,NA
-165050,167000,-11.12,NA,NA,NA,NA
-165100,167050,-11.13,NA,NA,NA,NA
-165150,167100,-11.14,NA,NA,NA,NA
-165200,167150,-11.15,NA,NA,NA,NA
-165250,167200,-11.16,NA,NA,NA,NA
-165300,167250,-11.17,NA,NA,NA,NA
-165350,167300,-11.18,NA,NA,NA,NA
-165400,167350,-11.19,NA,NA,NA,NA
-165450,167400,-11.2,NA,NA,NA,NA
-165500,167450,-11.21,NA,NA,NA,NA
-165550,167500,-11.22,NA,NA,NA,NA
-165600,167550,-11.22,NA,NA,NA,NA
-165650,167600,-11.23,NA,NA,NA,NA
-165700,167650,-11.23,NA,NA,NA,NA
-165750,167700,-11.23,NA,NA,NA,NA
-165800,167750,-11.24,NA,NA,NA,NA
-165850,167800,-11.24,NA,NA,NA,NA
-165900,167850,-11.24,NA,NA,NA,NA
-165950,167900,-11.25,NA,NA,NA,NA
-166000,167950,-11.25,NA,NA,NA,NA
-166050,168000,-11.25,NA,NA,NA,NA
-166100,168050,-11.25,NA,NA,NA,NA
-166150,168100,-11.26,NA,NA,NA,NA
-166200,168150,-11.27,NA,NA,NA,NA
-166250,168200,-11.31,NA,NA,NA,NA
-166300,168250,-11.36,NA,NA,NA,NA
-166350,168300,-11.41,NA,NA,NA,NA
-166400,168350,-11.38,NA,NA,NA,NA
-166450,168400,-11.29,NA,NA,NA,NA
-166500,168450,-11.19,NA,NA,NA,NA
-166550,168500,-11.11,NA,NA,NA,NA
-166600,168550,-11.22,NA,NA,NA,NA
-166650,168600,-11.33,NA,NA,NA,NA
-166700,168650,-11.44,NA,NA,NA,NA
-166750,168700,-11.51,NA,NA,NA,NA
-166800,168750,-11.54,NA,NA,NA,NA
-166850,168800,-11.58,NA,NA,NA,NA
-166900,168850,-11.61,NA,NA,NA,NA
-166950,168900,-11.73,NA,NA,NA,NA
-167000,168950,-11.85,NA,NA,NA,NA
-167050,169000,-11.98,NA,NA,NA,NA
-167100,169050,-12.09,NA,NA,NA,NA
-167150,169100,-12.19,NA,NA,NA,NA
-167200,169150,-12.3,NA,NA,NA,NA
-167250,169200,-12.4,NA,NA,NA,NA
-167300,169250,-12.33,NA,NA,NA,NA
-167350,169300,-12.24,NA,NA,NA,NA
-167400,169350,-12.15,NA,NA,NA,NA
-167450,169400,-12.11,NA,NA,NA,NA
-167500,169450,-12.16,NA,NA,NA,NA
-167550,169500,-12.21,NA,NA,NA,NA
-167600,169550,-12.26,NA,NA,NA,NA
-167650,169600,-12.2,NA,NA,NA,NA
-167700,169650,-12.11,NA,NA,NA,NA
-167750,169700,-12.02,NA,NA,NA,NA
-167800,169750,-11.98,NA,NA,NA,NA
-167850,169800,-12.06,NA,NA,NA,NA
-167900,169850,-12.13,NA,NA,NA,NA
-167950,169900,-12.2,NA,NA,NA,NA
-168000,169950,-12.27,NA,NA,NA,NA
-168050,170000,-12.35,NA,NA,NA,NA
-168100,170050,-12.39,NA,NA,NA,NA
-168150,170100,-12.38,NA,NA,NA,NA
-168200,170150,-12.38,NA,NA,NA,NA
-168250,170200,-12.37,NA,NA,NA,NA
-168300,170250,-12.37,NA,NA,NA,NA
-168350,170300,-12.36,NA,NA,NA,NA
-168400,170350,-12.36,NA,NA,NA,NA
-168450,170400,-12.35,NA,NA,NA,NA
-168500,170450,-12.34,NA,NA,NA,NA
-168550,170500,-12.33,NA,NA,NA,NA
-168600,170550,-12.32,NA,NA,NA,NA
-168650,170600,-12.32,NA,NA,NA,NA
-168700,170650,-12.31,NA,NA,NA,NA
-168750,170700,-12.3,NA,NA,NA,NA
-168800,170750,-12.29,NA,NA,NA,NA
-168850,170800,-12.28,NA,NA,NA,NA
-168900,170850,-12.28,NA,NA,NA,NA
-168950,170900,-12.27,NA,NA,NA,NA
-169000,170950,-12.28,NA,NA,NA,NA
-169050,171000,-12.29,NA,NA,NA,NA
-169100,171050,-12.3,NA,NA,NA,NA
-169150,171100,-12.32,NA,NA,NA,NA
-169200,171150,-12.33,NA,NA,NA,NA
-169250,171200,-12.35,NA,NA,NA,NA
-169300,171250,-12.33,NA,NA,NA,NA
-169350,171300,-12.3,NA,NA,NA,NA
-169400,171350,-12.28,NA,NA,NA,NA
-169450,171400,-12.26,NA,NA,NA,NA
-169500,171450,-12.23,NA,NA,NA,NA
-169550,171500,-12.21,NA,NA,NA,NA
-169600,171550,-12.12,NA,NA,NA,NA
-169650,171600,-12.02,NA,NA,NA,NA
-169700,171650,-11.92,NA,NA,NA,NA
-169750,171700,-11.83,NA,NA,NA,NA
-169800,171750,-11.73,NA,NA,NA,NA
-169850,171800,-11.65,NA,NA,NA,NA
-169900,171850,-11.67,NA,NA,NA,NA
-169950,171900,-11.68,NA,NA,NA,NA
-170000,171950,-11.7,NA,NA,NA,NA
-170050,172000,-11.72,NA,NA,NA,NA
-170100,172050,-11.73,NA,NA,NA,NA
-170150,172100,-11.74,NA,NA,NA,NA
-170200,172150,-11.72,NA,NA,NA,NA
-170250,172200,-11.7,NA,NA,NA,NA
-170300,172250,-11.68,NA,NA,NA,NA
-170350,172300,-11.66,NA,NA,NA,NA
-170400,172350,-11.63,NA,NA,NA,NA
-170450,172400,-11.56,NA,NA,NA,NA
-170500,172450,-11.39,NA,NA,NA,NA
-170550,172500,-11.22,NA,NA,NA,NA
-170600,172550,-11.05,NA,NA,NA,NA
-170650,172600,-10.88,NA,NA,NA,NA
-170700,172650,-10.7,NA,NA,NA,NA
-170750,172700,-10.63,NA,NA,NA,NA
-170800,172750,-10.67,NA,NA,NA,NA
-170850,172800,-10.7,NA,NA,NA,NA
-170900,172850,-10.74,NA,NA,NA,NA
-170950,172900,-10.78,NA,NA,NA,NA
-171000,172950,-10.81,NA,NA,NA,NA
-171050,173000,-10.82,NA,NA,NA,NA
-171100,173050,-10.81,NA,NA,NA,NA
-171150,173100,-10.8,NA,NA,NA,NA
-171200,173150,-10.79,NA,NA,NA,NA
-171250,173200,-10.78,NA,NA,NA,NA
-171300,173250,-10.78,NA,NA,NA,NA
-171350,173300,-10.75,NA,NA,NA,NA
-171400,173350,-10.73,NA,NA,NA,NA
-171450,173400,-10.7,NA,NA,NA,NA
-171500,173450,-10.67,NA,NA,NA,NA
-171550,173500,-10.64,NA,NA,NA,NA
-171600,173550,-10.62,NA,NA,NA,NA
-171650,173600,-10.84,NA,NA,NA,NA
-171700,173650,-11.12,NA,NA,NA,NA
-171750,173700,-11.39,NA,NA,NA,NA
-171800,173750,-11.67,NA,NA,NA,NA
-171850,173800,-11.95,NA,NA,NA,NA
-171900,173850,-12.22,NA,NA,NA,NA
-171950,173900,-12.31,NA,NA,NA,NA
-172000,173950,-12.4,NA,NA,NA,NA
-172050,174000,-12.48,NA,NA,NA,NA
-172100,174050,-12.56,NA,NA,NA,NA
-172150,174100,-12.65,NA,NA,NA,NA
